,Month-Year,location,Death,iso_code
6628,2021-08-01,South America,34497050,OWID_SAM
6629,2021-09-01,South America,34317330,OWID_SAM
6630,2021-10-01,South America,36071255,OWID_SAM
6631,2021-11-01,South America,35287844,OWID_SAM
6632,2021-12-01,South America,36813533,OWID_SAM
6633,2022-01-01,South America,37215635,OWID_SAM
6634,2022-02-01,South America,34704141,OWID_SAM
6635,2022-03-01,South America,39458542,OWID_SAM
6636,2022-04-01,South America,38743219,OWID_SAM
6637,2022-05-01,South America,40190810,OWID_SAM
6638,2022-06-01,South America,39039299,OWID_SAM
6639,2022-07-01,South America,40615707,OWID_SAM
6640,2022-08-01,South America,40942629,OWID_SAM
6641,2022-09-01,South America,39819036,OWID_SAM
6642,2022-10-01,South America,41258818,OWID_SAM
6643,2022-11-01,South America,10662109,OWID_SAM
6644,2020-01-01,South Korea,0,KOR
6645,2020-02-01,South Korea,83,KOR
6646,2020-03-01,South Korea,2606,KOR
6647,2020-04-01,South Korea,6533,KOR
6648,2020-05-01,South Korea,8104,KOR
6649,2020-06-01,South Korea,8337,KOR
6650,2020-07-01,South Korea,9057,KOR
6651,2020-08-01,South Korea,9557,KOR
6652,2020-09-01,South Korea,11080,KOR
6653,2020-10-01,South Korea,13711,KOR
6654,2020-11-01,South Korea,14883,KOR
6655,2020-12-01,South Korea,20701,KOR
6656,2021-01-01,South Korea,37988,KOR
6657,2021-02-01,South Korea,42682,KOR
6658,2021-03-01,South Korea,52018,KOR
6659,2021-04-01,South Korea,53623,KOR
6660,2021-05-01,South Korea,58967,KOR
6661,2021-06-01,South Korea,59791,KOR
6662,2021-07-01,South Korea,63723,KOR
6663,2021-08-01,South Korea,67696,KOR
6664,2021-09-01,South Korea,71691,KOR
6665,2021-10-01,South Korea,82667,KOR
6666,2021-11-01,South Korea,95864,KOR
6667,2021-12-01,South Korea,142944,KOR
6668,2022-01-01,South Korea,195585,KOR
6669,2022-02-01,South Korea,203869,KOR
6670,2022-03-01,South Korea,367524,KOR
6671,2022-04-01,South Korea,615078,KOR
6672,2022-05-01,South Korea,734885,KOR
6673,2022-06-01,South Korea,732180,KOR
6674,2022-07-01,South Korea,767679,KOR
6675,2022-08-01,South Korea,801285,KOR
6676,2022-09-01,South Korea,831999,KOR
6677,2022-10-01,South Korea,894233,KOR
6678,2022-11-01,South Korea,234849,KOR
6679,2020-04-01,South Sudan,0,SSD
6680,2020-05-01,South Sudan,116,SSD
6681,2020-06-01,South Sudan,780,SSD
6682,2020-07-01,South Sudan,1294,SSD
6683,2020-08-01,South Sudan,1454,SSD
6684,2020-09-01,South Sudan,1459,SSD
6685,2020-10-01,South Sudan,1680,SSD
6686,2020-11-01,South Sudan,1786,SSD
6687,2020-12-01,South Sudan,1923,SSD
6688,2021-01-01,South Sudan,1966,SSD
6689,2021-02-01,South Sudan,2149,SSD
6690,2021-03-01,South Sudan,3227,SSD
6691,2021-04-01,South Sudan,3411,SSD
6692,2021-05-01,South Sudan,3565,SSD
6693,2021-06-01,South Sudan,3455,SSD
6694,2021-07-01,South Sudan,3635,SSD
6695,2021-08-01,South Sudan,3718,SSD
6696,2021-09-01,South Sudan,3675,SSD
6697,2021-10-01,South Sudan,4066,SSD
6698,2021-11-01,South Sudan,3990,SSD
6699,2021-12-01,South Sudan,4141,SSD
6700,2022-01-01,South Sudan,4225,SSD
6701,2022-02-01,South Sudan,3836,SSD
6702,2022-03-01,South Sudan,4269,SSD
6703,2022-04-01,South Sudan,4140,SSD
6704,2022-05-01,South Sudan,4278,SSD
6705,2022-06-01,South Sudan,4140,SSD
6706,2022-07-01,South Sudan,4278,SSD
6707,2022-08-01,South Sudan,4278,SSD
6708,2022-09-01,South Sudan,4140,SSD
6709,2022-10-01,South Sudan,4278,SSD
6710,2022-11-01,South Sudan,1104,SSD
6711,2020-02-01,Spain,0,ESP
6712,2020-03-01,Spain,54579,ESP
6713,2020-04-01,Spain,548160,ESP
6714,2020-05-01,Spain,834880,ESP
6715,2020-06-01,Spain,828405,ESP
6716,2020-07-01,Spain,880773,ESP
6717,2020-08-01,Spain,889890,ESP
6718,2020-09-01,Spain,907525,ESP
6719,2020-10-01,Spain,1046133,ESP
6720,2020-11-01,Spain,1232707,ESP
6721,2020-12-01,Spain,1497045,ESP
6722,2021-01-01,Spain,1671602,ESP
6723,2021-02-01,Spain,1817907,ESP
6724,2021-03-01,Spain,2253421,ESP
6725,2021-04-01,Spain,2304772,ESP
6726,2021-05-01,Spain,2457179,ESP
6727,2021-06-01,Spain,2415566,ESP
6728,2021-07-01,Spain,2514636,ESP
6729,2021-08-01,Spain,2566714,ESP
6730,2021-09-01,Spain,2567702,ESP
6731,2021-10-01,Spain,2695412,ESP
6732,2021-11-01,Spain,2631569,ESP
6733,2021-12-01,Spain,2748437,ESP
6734,2022-01-01,Spain,2823852,ESP
6735,2022-02-01,Spain,2707346,ESP
6736,2022-03-01,Spain,3142881,ESP
6737,2022-04-01,Spain,3100320,ESP
6738,2022-05-01,Spain,3269919,ESP
6739,2022-06-01,Spain,3218719,ESP
6740,2022-07-01,Spain,3389468,ESP
6741,2022-08-01,Spain,3463903,ESP
6742,2022-09-01,Spain,3403852,ESP
6743,2022-10-01,Spain,3553416,ESP
6744,2022-11-01,Spain,921429,ESP
6745,2020-01-01,Sri Lanka,0,LKA
6746,2020-02-01,Sri Lanka,0,LKA
6747,2020-03-01,Sri Lanka,6,LKA
6748,2020-04-01,Sri Lanka,193,LKA
6749,2020-05-01,Sri Lanka,279,LKA
6750,2020-06-01,Sri Lanka,330,LKA
6751,2020-07-01,Sri Lanka,341,LKA
6752,2020-08-01,Sri Lanka,351,LKA
6753,2020-09-01,Sri Lanka,377,LKA
6754,2020-10-01,Sri Lanka,444,LKA
6755,2020-11-01,Sri Lanka,1894,LKA
6756,2020-12-01,Sri Lanka,5033,LKA
6757,2021-01-01,Sri Lanka,7976,LKA
6758,2021-02-01,Sri Lanka,11222,LKA
6759,2021-03-01,Sri Lanka,16404,LKA
6760,2021-04-01,Sri Lanka,18400,LKA
6761,2021-05-01,Sri Lanka,31211,LKA
6762,2021-06-01,Sri Lanka,69031,LKA
6763,2021-07-01,Sri Lanka,115491,LKA
6764,2021-08-01,Sri Lanka,200713,LKA
6765,2021-09-01,Sri Lanka,345590,LKA
6766,2021-10-01,Sri Lanka,416320,LKA
6767,2021-11-01,Sri Lanka,420956,LKA
6768,2021-12-01,Sri Lanka,455358,LKA
6769,2022-01-01,Sri Lanka,471611,LKA
6770,2022-02-01,Sri Lanka,443679,LKA
6771,2022-03-01,Sri Lanka,508294,LKA
6772,2022-04-01,Sri Lanka,494821,LKA
6773,2022-05-01,Sri Lanka,511837,LKA
6774,2022-06-01,Sri Lanka,495581,LKA
6775,2022-07-01,Sri Lanka,512497,LKA
6776,2022-08-01,Sri Lanka,515543,LKA
6777,2022-09-01,Sri Lanka,502099,LKA
6778,2022-10-01,Sri Lanka,519887,LKA
6779,2022-11-01,Sri Lanka,134254,LKA
6780,2020-03-01,Sudan,21,SDN
6781,2020-04-01,Sudan,282,SDN
6782,2020-05-01,Sudan,3524,SDN
6783,2020-06-01,Sudan,13743,SDN
6784,2020-07-01,Sudan,20766,SDN
6785,2020-08-01,Sudan,24645,SDN
6786,2020-09-01,Sudan,25004,SDN
6787,2020-10-01,Sudan,25924,SDN
6788,2020-11-01,Sudan,32767,SDN
6789,2020-12-01,Sudan,42822,SDN
6790,2021-01-01,Sudan,49199,SDN
6791,2021-02-01,Sudan,51894,SDN
6792,2021-03-01,Sudan,60766,SDN
6793,2021-04-01,Sudan,65783,SDN
6794,2021-05-01,Sudan,76830,SDN
6795,2021-06-01,Sudan,81673,SDN
6796,2021-07-01,Sudan,85844,SDN
6797,2021-08-01,Sudan,86960,SDN
6798,2021-09-01,Sudan,85950,SDN
6799,2021-10-01,Sudan,93194,SDN
6800,2021-11-01,Sudan,93166,SDN
6801,2021-12-01,Sudan,100672,SDN
6802,2022-01-01,Sudan,104605,SDN
6803,2022-02-01,Sudan,105521,SDN
6804,2022-03-01,Sudan,145610,SDN
6805,2022-04-01,Sudan,147656,SDN
6806,2022-05-01,Sudan,153034,SDN
6807,2022-06-01,Sudan,148453,SDN
6808,2022-07-01,Sudan,153581,SDN
6809,2022-08-01,Sudan,153762,SDN
6810,2022-09-01,Sudan,148830,SDN
6811,2022-10-01,Sudan,153909,SDN
6812,2022-11-01,Sudan,39782,SDN
6813,2020-03-01,Suriname,0,SUR
6814,2020-04-01,Suriname,28,SUR
6815,2020-05-01,Suriname,31,SUR
6816,2020-06-01,Suriname,167,SUR
6817,2020-07-01,Suriname,597,SUR
6818,2020-08-01,Suriname,1430,SUR
6819,2020-09-01,Suriname,2785,SUR
6820,2020-10-01,Suriname,3352,SUR
6821,2020-11-01,Suriname,3436,SUR
6822,2020-12-01,Suriname,3654,SUR
6823,2021-01-01,Suriname,4340,SUR
6824,2021-02-01,Suriname,4623,SUR
6825,2021-03-01,Suriname,5450,SUR
6826,2021-04-01,Suriname,5603,SUR
6827,2021-05-01,Suriname,7360,SUR
6828,2021-06-01,Suriname,12653,SUR
6829,2021-07-01,Suriname,18528,SUR
6830,2021-08-01,Suriname,21223,SUR
6831,2021-09-01,Suriname,23743,SUR
6832,2021-10-01,Suriname,31130,SUR
6833,2021-11-01,Suriname,34055,SUR
6834,2021-12-01,Suriname,36582,SUR
6835,2022-01-01,Suriname,37805,SUR
6836,2022-02-01,Suriname,36367,SUR
6837,2022-03-01,Suriname,40962,SUR
6838,2022-04-01,Suriname,39779,SUR
6839,2022-05-01,Suriname,41421,SUR
6840,2022-06-01,Suriname,40669,SUR
6841,2022-07-01,Suriname,42680,SUR
6842,2022-08-01,Suriname,42821,SUR
6843,2022-09-01,Suriname,41525,SUR
6844,2022-10-01,Suriname,42977,SUR
6845,2022-11-01,Suriname,11136,SUR
6846,2020-02-01,Sweden,0,SWE
6847,2020-03-01,Sweden,2164,SWE
6848,2020-04-01,Sweden,40030,SWE
6849,2020-05-01,Sweden,110620,SWE
6850,2020-06-01,Sweden,147740,SWE
6851,2020-07-01,Sweden,172871,SWE
6852,2020-08-01,Sweden,179378,SWE
6853,2020-09-01,Sweden,175654,SWE
6854,2020-10-01,Sweden,183290,SWE
6855,2020-11-01,Sweden,187539,SWE
6856,2020-12-01,Sweden,239282,SWE
6857,2021-01-01,Sweden,315602,SWE
6858,2021-02-01,Sweden,347461,SWE
6859,2021-03-01,Sweden,408718,SWE
6860,2021-04-01,Sweden,412253,SWE
6861,2021-05-01,Sweden,442639,SWE
6862,2021-06-01,Sweden,437067,SWE
6863,2021-07-01,Sweden,453986,SWE
6864,2021-08-01,Sweden,454630,SWE
6865,2021-09-01,Sweden,442653,SWE
6866,2021-10-01,Sweden,463370,SWE
6867,2021-11-01,Sweden,452824,SWE
6868,2021-12-01,Sweden,471919,SWE
6869,2022-01-01,Sweden,482102,SWE
6870,2022-02-01,Sweden,464929,SWE
6871,2022-03-01,Sweden,554064,SWE
6872,2022-04-01,Sweden,557106,SWE
6873,2022-05-01,Sweden,585620,SWE
6874,2022-06-01,Sweden,571718,SWE
6875,2022-07-01,Sweden,595348,SWE
6876,2022-08-01,Sweden,607245,SWE
6877,2022-09-01,Sweden,601766,SWE
6878,2022-10-01,Sweden,633338,SWE
6879,2022-11-01,Sweden,165836,SWE
6880,2020-02-01,Switzerland,0,CHE
6881,2020-03-01,Switzerland,3176,CHE
6882,2020-04-01,Switzerland,36463,CHE
6883,2020-05-01,Switzerland,54571,CHE
6884,2020-06-01,Switzerland,54083,CHE
6885,2020-07-01,Switzerland,56307,CHE
6886,2020-08-01,Switzerland,56973,CHE
6887,2020-09-01,Switzerland,56344,CHE
6888,2020-10-01,Switzerland,62690,CHE
6889,2020-11-01,Switzerland,111659,CHE
6890,2020-12-01,Switzerland,202347,CHE
6891,2021-01-01,Switzerland,273630,CHE
6892,2021-02-01,Switzerland,275223,CHE
6893,2021-03-01,Switzerland,314914,CHE
6894,2021-04-01,Switzerland,312954,CHE
6895,2021-05-01,Switzerland,330027,CHE
6896,2021-06-01,Switzerland,322540,CHE
6897,2021-07-01,Switzerland,334153,CHE
6898,2021-08-01,Switzerland,335654,CHE
6899,2021-09-01,Switzerland,329614,CHE
6900,2021-10-01,Switzerland,345883,CHE
6901,2021-11-01,Switzerland,340723,CHE
6902,2021-12-01,Switzerland,367944,CHE
6903,2022-01-01,Switzerland,386895,CHE
6904,2022-02-01,Switzerland,362386,CHE
6905,2022-03-01,Switzerland,413393,CHE
6906,2022-04-01,Switzerland,409241,CHE
6907,2022-05-01,Switzerland,426847,CHE
6908,2022-06-01,Switzerland,414473,CHE
6909,2022-07-01,Switzerland,429661,CHE
6910,2022-08-01,Switzerland,432217,CHE
6911,2022-09-01,Switzerland,419730,CHE
6912,2022-10-01,Switzerland,435009,CHE
6913,2022-11-01,Switzerland,112648,CHE
6914,2020-03-01,Syria,5,SYR
6915,2020-04-01,Syria,72,SYR
6916,2020-05-01,Syria,104,SYR
6917,2020-06-01,Syria,202,SYR
6918,2020-07-01,Syria,754,SYR
6919,2020-08-01,Syria,2193,SYR
6920,2020-09-01,Syria,4803,SYR
6921,2020-10-01,Syria,7486,SYR
6922,2020-11-01,Syria,10500,SYR
6923,2020-12-01,Syria,17320,SYR
6924,2021-01-01,Syria,25494,SYR
6925,2021-02-01,Syria,27369,SYR
6926,2021-03-01,Syria,35058,SYR
6927,2021-04-01,Syria,42858,SYR
6928,2021-05-01,Syria,52481,SYR
6929,2021-06-01,Syria,54770,SYR
6930,2021-07-01,Syria,58908,SYR
6931,2021-08-01,Syria,60477,SYR
6932,2021-09-01,Syria,63428,SYR
6933,2021-10-01,Syria,74672,SYR
6934,2021-11-01,Syria,80005,SYR
6935,2021-12-01,Syria,87723,SYR
6936,2022-01-01,Syria,91352,SYR
6937,2022-02-01,Syria,84931,SYR
6938,2022-03-01,Syria,96591,SYR
6939,2022-04-01,Syria,94435,SYR
6940,2022-05-01,Syria,97650,SYR
6941,2022-06-01,Syria,94500,SYR
6942,2022-07-01,Syria,97650,SYR
6943,2022-08-01,Syria,97884,SYR
6944,2022-09-01,Syria,94890,SYR
6945,2022-10-01,Syria,98053,SYR
6946,2022-11-01,Syria,25304,SYR
6947,2020-01-01,Taiwan,0,TWN
6948,2020-02-01,Taiwan,14,TWN
6949,2020-03-01,Taiwan,49,TWN
6950,2020-04-01,Taiwan,171,TWN
6951,2020-05-01,Taiwan,207,TWN
6952,2020-06-01,Taiwan,210,TWN
6953,2020-07-01,Taiwan,217,TWN
6954,2020-08-01,Taiwan,217,TWN
6955,2020-09-01,Taiwan,210,TWN
6956,2020-10-01,Taiwan,217,TWN
6957,2020-11-01,Taiwan,210,TWN
6958,2020-12-01,Taiwan,217,TWN
6959,2021-01-01,Taiwan,219,TWN
6960,2021-02-01,Taiwan,249,TWN
6961,2021-03-01,Taiwan,305,TWN
6962,2021-04-01,Taiwan,327,TWN
6963,2021-05-01,Taiwan,881,TWN
6964,2021-06-01,Taiwan,13275,TWN
6965,2021-07-01,Taiwan,23219,TWN
6966,2021-08-01,Taiwan,25341,TWN
6967,2021-09-01,Taiwan,25177,TWN
6968,2021-10-01,Taiwan,26215,TWN
6969,2021-11-01,Taiwan,25432,TWN
6970,2021-12-01,Taiwan,26318,TWN
6971,2022-01-01,Taiwan,26369,TWN
6972,2022-02-01,Taiwan,23846,TWN
6973,2022-03-01,Taiwan,26443,TWN
6974,2022-04-01,Taiwan,25655,TWN
6975,2022-05-01,Taiwan,38944,TWN
6976,2022-06-01,Taiwan,138114,TWN
6977,2022-07-01,Taiwan,247770,TWN
6978,2022-08-01,Taiwan,293648,TWN
6979,2022-09-01,Taiwan,313962,TWN
6980,2022-10-01,Taiwan,369438,TWN
6981,2022-11-01,Taiwan,104727,TWN
6982,2020-05-01,Tajikistan,919,TJK
6983,2020-06-01,Tajikistan,1496,TJK
6984,2020-07-01,Tajikistan,1731,TJK
6985,2020-08-01,Tajikistan,1985,TJK
6986,2020-09-01,Tajikistan,2161,TJK
6987,2020-10-01,Tajikistan,2463,TJK
6988,2020-11-01,Tajikistan,2536,TJK
6989,2020-12-01,Tajikistan,2733,TJK
6990,2021-01-01,Tajikistan,2820,TJK
6991,2021-02-01,Tajikistan,2548,TJK
6992,2021-03-01,Tajikistan,2821,TJK
6993,2021-04-01,Tajikistan,2730,TJK
6994,2021-05-01,Tajikistan,2821,TJK
6995,2021-06-01,Tajikistan,2730,TJK
6996,2021-07-01,Tajikistan,3374,TJK
6997,2021-08-01,Tajikistan,3848,TJK
6998,2021-09-01,Tajikistan,3750,TJK
6999,2021-10-01,Tajikistan,3875,TJK
7000,2021-11-01,Tajikistan,3750,TJK
7001,2021-12-01,Tajikistan,3875,TJK
7002,2022-01-01,Tajikistan,3875,TJK
7003,2022-02-01,Tajikistan,3500,TJK
7004,2022-03-01,Tajikistan,3875,TJK
7005,2022-04-01,Tajikistan,3750,TJK
7006,2022-05-01,Tajikistan,3875,TJK
7007,2022-06-01,Tajikistan,3750,TJK
7008,2022-07-01,Tajikistan,3875,TJK
7009,2022-08-01,Tajikistan,3875,TJK
7010,2022-09-01,Tajikistan,3750,TJK
7011,2022-10-01,Tajikistan,3875,TJK
7012,2022-11-01,Tajikistan,1000,TJK
7013,2020-03-01,Tanzania,1,TZA
7014,2020-04-01,Tanzania,171,TZA
7015,2020-05-01,Tanzania,616,TZA
7016,2020-06-01,Tanzania,630,TZA
7017,2020-07-01,Tanzania,651,TZA
7018,2020-08-01,Tanzania,651,TZA
7019,2020-09-01,Tanzania,630,TZA
7020,2020-10-01,Tanzania,651,TZA
7021,2020-11-01,Tanzania,630,TZA
7022,2020-12-01,Tanzania,651,TZA
7023,2021-01-01,Tanzania,651,TZA
7024,2021-02-01,Tanzania,588,TZA
7025,2021-03-01,Tanzania,651,TZA
7026,2021-04-01,Tanzania,630,TZA
7027,2021-05-01,Tanzania,651,TZA
7028,2021-06-01,Tanzania,630,TZA
7029,2021-07-01,Tanzania,651,TZA
7030,2021-08-01,Tanzania,1289,TZA
7031,2021-09-01,Tanzania,1500,TZA
7032,2021-10-01,Tanzania,22424,TZA
7033,2021-11-01,Tanzania,21802,TZA
7034,2021-12-01,Tanzania,22735,TZA
7035,2022-01-01,Tanzania,23293,TZA
7036,2022-02-01,Tanzania,22222,TZA
7037,2022-03-01,Tanzania,24784,TZA
7038,2022-04-01,Tanzania,24057,TZA
7039,2022-05-01,Tanzania,25707,TZA
7040,2022-06-01,Tanzania,25209,TZA
7041,2022-07-01,Tanzania,26071,TZA
7042,2022-08-01,Tanzania,26071,TZA
7043,2022-09-01,Tanzania,25334,TZA
7044,2022-10-01,Tanzania,26195,TZA
7045,2022-11-01,Tanzania,6760,TZA
7046,2020-01-01,Thailand,0,THA
7047,2020-02-01,Thailand,0,THA
7048,2020-03-01,Thailand,75,THA
7049,2020-04-01,Thailand,1184,THA
7050,2020-05-01,Thailand,1731,THA
7051,2020-06-01,Thailand,1739,THA
7052,2020-07-01,Thailand,1798,THA
7053,2020-08-01,Thailand,1798,THA
7054,2020-09-01,Thailand,1753,THA
7055,2020-10-01,Thailand,1829,THA
7056,2020-11-01,Thailand,1795,THA
7057,2020-12-01,Thailand,1863,THA
7058,2021-01-01,Thailand,2193,THA
7059,2021-02-01,Thailand,2270,THA
7060,2021-03-01,Thailand,2748,THA
7061,2021-04-01,Thailand,3446,THA
7062,2021-05-01,Thailand,18755,THA
7063,2021-06-01,Thailand,45748,THA
7064,2021-07-01,Thailand,100177,THA
7065,2021-08-01,Thailand,248619,THA
7066,2021-09-01,Thailand,439733,THA
7067,2021-10-01,Thailand,561695,THA
7068,2021-11-01,Thailand,602717,THA
7069,2021-12-01,Thailand,659679,THA
7070,2022-01-01,Thailand,679858,THA
7071,2022-02-01,Thailand,630113,THA
7072,2022-03-01,Thailand,743172,THA
7073,2022-04-01,Thailand,803251,THA
7074,2022-05-01,Thailand,912615,THA
7075,2022-06-01,Thailand,911540,THA
7076,2022-07-01,Thailand,961044,THA
7077,2022-08-01,Thailand,988898,THA
7078,2022-09-01,Thailand,977888,THA
7079,2022-10-01,Thailand,1018504,THA
7080,2022-11-01,Thailand,263760,THA
7081,2020-03-01,Timor,0,TLS
7082,2020-04-01,Timor,0,TLS
7083,2020-05-01,Timor,0,TLS
7084,2020-06-01,Timor,0,TLS
7085,2020-07-01,Timor,0,TLS
7086,2020-08-01,Timor,0,TLS
7087,2020-09-01,Timor,0,TLS
7088,2020-10-01,Timor,0,TLS
7089,2020-11-01,Timor,0,TLS
7090,2020-12-01,Timor,0,TLS
7091,2021-01-01,Timor,0,TLS
7092,2021-02-01,Timor,0,TLS
7093,2021-03-01,Timor,0,TLS
7094,2021-04-01,Timor,52,TLS
7095,2021-05-01,Timor,279,TLS
7096,2021-06-01,Timor,561,TLS
7097,2021-07-01,Timor,787,TLS
7098,2021-08-01,Timor,1218,TLS
7099,2021-09-01,Timor,2923,TLS
7100,2021-10-01,Timor,3709,TLS
7101,2021-11-01,Timor,3660,TLS
7102,2021-12-01,Timor,3782,TLS
7103,2022-01-01,Timor,3782,TLS
7104,2022-02-01,Timor,3473,TLS
7105,2022-03-01,Timor,4009,TLS
7106,2022-04-01,Timor,3900,TLS
7107,2022-05-01,Timor,4049,TLS
7108,2022-06-01,Timor,3979,TLS
7109,2022-07-01,Timor,4123,TLS
7110,2022-08-01,Timor,4188,TLS
7111,2022-09-01,Timor,4140,TLS
7112,2022-10-01,Timor,4278,TLS
7113,2022-11-01,Timor,1104,TLS
7114,2020-03-01,Togo,5,TGO
7115,2020-04-01,Togo,133,TGO
7116,2020-05-01,Togo,346,TGO
7117,2020-06-01,Togo,397,TGO
7118,2020-07-01,Togo,487,TGO
7119,2020-08-01,Togo,776,TGO
7120,2020-09-01,Togo,1165,TGO
7121,2020-10-01,Togo,1577,TGO
7122,2020-11-01,Togo,1824,TGO
7123,2020-12-01,Togo,2054,TGO
7124,2021-01-01,Togo,2264,TGO
7125,2021-02-01,Togo,2257,TGO
7126,2021-03-01,Togo,3031,TGO
7127,2021-04-01,Togo,3524,TGO
7128,2021-05-01,Togo,3860,TGO
7129,2021-06-01,Togo,3800,TGO
7130,2021-07-01,Togo,4283,TGO
7131,2021-08-01,Togo,5183,TGO
7132,2021-09-01,Togo,6279,TGO
7133,2021-10-01,Togo,7374,TGO
7134,2021-11-01,Togo,7288,TGO
7135,2021-12-01,Togo,7575,TGO
7136,2022-01-01,Togo,8063,TGO
7137,2022-02-01,Togo,7570,TGO
7138,2022-03-01,Togo,8432,TGO
7139,2022-04-01,Togo,8175,TGO
7140,2022-05-01,Togo,8463,TGO
7141,2022-06-01,Togo,8204,TGO
7142,2022-07-01,Togo,8554,TGO
7143,2022-08-01,Togo,8717,TGO
7144,2022-09-01,Togo,8516,TGO
7145,2022-10-01,Togo,8914,TGO
7146,2022-11-01,Togo,2320,TGO
7147,2021-06-01,Tokelau,0,TKL
7148,2021-07-01,Tokelau,0,TKL
7149,2021-08-01,Tokelau,0,TKL
7150,2021-09-01,Tokelau,0,TKL
7151,2021-10-01,Tokelau,0,TKL
7152,2021-11-01,Tokelau,0,TKL
7153,2021-12-01,Tokelau,0,TKL
7154,2022-01-01,Tokelau,0,TKL
7155,2022-02-01,Tokelau,0,TKL
7156,2022-03-01,Tokelau,0,TKL
7157,2022-04-01,Tokelau,0,TKL
7158,2022-05-01,Tokelau,0,TKL
7159,2022-06-01,Tokelau,0,TKL
7160,2022-07-01,Tokelau,0,TKL
7161,2022-08-01,Tokelau,0,TKL
7162,2022-09-01,Tokelau,0,TKL
7163,2022-10-01,Tokelau,0,TKL
7164,2021-04-01,Tonga,0,TON
7165,2021-05-01,Tonga,0,TON
7166,2021-06-01,Tonga,0,TON
7167,2021-07-01,Tonga,0,TON
7168,2021-08-01,Tonga,0,TON
7169,2021-09-01,Tonga,0,TON
7170,2021-10-01,Tonga,0,TON
7171,2021-11-01,Tonga,0,TON
7172,2021-12-01,Tonga,0,TON
7173,2022-01-01,Tonga,0,TON
7174,2022-02-01,Tonga,0,TON
7175,2022-03-01,Tonga,48,TON
7176,2022-04-01,Tonga,305,TON
7177,2022-05-01,Tonga,343,TON
7178,2022-06-01,Tonga,360,TON
7179,2022-07-01,Tonga,372,TON
7180,2022-08-01,Tonga,372,TON
7181,2022-09-01,Tonga,360,TON
7182,2022-10-01,Tonga,372,TON
7183,2022-11-01,Tonga,96,TON
7184,2020-03-01,Trinidad and Tobago,16,TTO
7185,2020-04-01,Trinidad and Tobago,229,TTO
7186,2020-05-01,Trinidad and Tobago,248,TTO
7187,2020-06-01,Trinidad and Tobago,240,TTO
7188,2020-07-01,Trinidad and Tobago,248,TTO
7189,2020-08-01,Trinidad and Tobago,363,TTO
7190,2020-09-01,Trinidad and Tobago,1606,TTO
7191,2020-10-01,Trinidad and Tobago,2927,TTO
7192,2020-11-01,Trinidad and Tobago,3393,TTO
7193,2020-12-01,Trinidad and Tobago,3820,TTO
7194,2021-01-01,Trinidad and Tobago,4049,TTO
7195,2021-02-01,Trinidad and Tobago,3840,TTO
7196,2021-03-01,Trinidad and Tobago,4347,TTO
7197,2021-04-01,Trinidad and Tobago,4554,TTO
7198,2021-05-01,Trinidad and Tobago,9391,TTO
7199,2021-06-01,Trinidad and Tobago,20568,TTO
7200,2021-07-01,Trinidad and Tobago,30188,TTO
7201,2021-08-01,Trinidad and Tobago,36837,TTO
7202,2021-09-01,Trinidad and Tobago,41800,TTO
7203,2021-10-01,Trinidad and Tobago,49308,TTO
7204,2021-11-01,Trinidad and Tobago,56894,TTO
7205,2021-12-01,Trinidad and Tobago,77960,TTO
7206,2022-01-01,Trinidad and Tobago,98446,TTO
7207,2022-02-01,Trinidad and Tobago,98793,TTO
7208,2022-03-01,Trinidad and Tobago,114532,TTO
7209,2022-04-01,Trinidad and Tobago,113804,TTO
7210,2022-05-01,Trinidad and Tobago,120138,TTO
7211,2022-06-01,Trinidad and Tobago,119086,TTO
7212,2022-07-01,Trinidad and Tobago,125039,TTO
7213,2022-08-01,Trinidad and Tobago,126793,TTO
7214,2022-09-01,Trinidad and Tobago,125409,TTO
7215,2022-10-01,Trinidad and Tobago,131202,TTO
7216,2022-11-01,Trinidad and Tobago,34042,TTO
7217,2020-03-01,Tunisia,64,TUN
7218,2020-04-01,Tunisia,940,TUN
7219,2020-05-01,Tunisia,1414,TUN
7220,2020-06-01,Tunisia,1482,TUN
7221,2020-07-01,Tunisia,1550,TUN
7222,2020-08-01,Tunisia,1856,TUN
7223,2020-09-01,Tunisia,4155,TUN
7224,2020-10-01,Tunisia,19777,TUN
7225,2020-11-01,Tunisia,70287,TUN
7226,2020-12-01,Tunisia,123765,TUN
7227,2021-01-01,Tunisia,175607,TUN
7228,2021-02-01,Tunisia,210252,TUN
7229,2021-03-01,Tunisia,261249,TUN
7230,2021-04-01,Tunisia,289717,TUN
7231,2021-05-01,Tunisia,366080,TUN
7232,2021-06-01,Tunisia,412119,TUN
7233,2021-07-01,Tunisia,533112,TUN
7234,2021-08-01,Tunisia,677421,TUN
7235,2021-09-01,Tunisia,729030,TUN
7236,2021-10-01,Tunisia,777472,TUN
7237,2021-11-01,Tunisia,759438,TUN
7238,2021-12-01,Tunisia,789292,TUN
7239,2022-01-01,Tunisia,800906,TUN
7240,2022-02-01,Tunisia,759741,TUN
7241,2022-03-01,Tunisia,869819,TUN
7242,2022-04-01,Tunisia,854311,TUN
7243,2022-05-01,Tunisia,886483,TUN
7244,2022-06-01,Tunisia,859709,TUN
7245,2022-07-01,Tunisia,894544,TUN
7246,2022-08-01,Tunisia,904227,TUN
7247,2022-09-01,Tunisia,877255,TUN
7248,2022-10-01,Tunisia,906901,TUN
7249,2022-11-01,Tunisia,234076,TUN
